name,name1,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,lat,lon,type_facility,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,bmt,idd,tt,at,ect,tele,smon,smpd,smop,hi,res,phdt,op,vamc,sma,osg,lmg,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,vo,sumh,ccbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,dv,pefp,hivt,shb,shc,stdt,tbs,aot,ptm,msnh,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40
ALMA Family Services,,18780 Amar Road,Suite 204,Walnut,CA,91789,4559,Los Angeles,323-881-3799,,,,http://www.almafamilyservices.org,34.0277097,-117.8923561,MH,1,,,,,,1,,,1,1,1,1,,1,1,1,,,,1,,,,,,1,,,,,,,,1,1,,,,,,1,,,1,,,,1,,,,,1,1,1,,,1,1,1,1,1,1,1,,1,,1,,,,1,,1,1,,,1,,,,,,,,,1,,,,,,1,1,1,1,,,1,,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Beach VAMC,Mental Health (116A),5901 East 7th Street,,Long Beach,CA,90822,,Los Angeles,562-826-5601,Intake,562-826-8000,,http://www.longbeach.va.gov,33.777569,-118.1189428,MH,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,,,,,,,,,,1,,,,,,,,,,1,1,1,,,1,1,1,1,1,,,1,1,,,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destinations for Teens,Cheney,20851 Cheney Drive,,Topanga,CA,90290,,Los Angeles,818-737-2221,Intake,929-381-2011,,http://www.destinationsforteens.com,34.115061,-118.5888025,MH,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,1,1,,,1,1,,1,1,1,,,1,,,,1,,,,1,1,,1,1,,,,,,,,1,1,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joyce Eisenberg Keefer Medical Ctr,,7150 Tampa Avenue,,Reseda,CA,91335,,Los Angeles,818-774-3000,Intakes,818-758-5041,818-758-5042,http://www.jha.org,34.2005491,-118.5530298,MH,1,1,,,,,,,,1,,1,1,,,,,1,,,,1,,1,,,,,,,,,,1,1,1,,1,,,,,,,,,,,1,,,,1,1,,,,,,,1,,,,,1,,,,,,,1,1,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,1,,,,,1,,1,1,,,,1,1,1,1,1,,,,1,,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,,,,,,
Five Acres,,2934 East Garvey Avenue South,,West Covina,CA,91791,,Los Angeles,626-798-6793 x4701,Intake,626-798-6793 x3109,,http://www.5acres.org/community-based-services/,34.071243,-117.8836584,MH,1,,,,,,1,,,1,1,,1,,1,,1,1,,1,1,,,,,,1,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,1,1,,1,,,,,,,1,1,,,,,1,,,,1,,,,,1,1,,,,,,,1,,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Child and Family Guidance Center,OP Servs/Northpoint School and Int,9650 Zelzah Avenue,,Northridge,CA,91325,2003,Los Angeles,818-993-9311,Intake,818-739-5250,,http://www.childguidance.org/,34.2463039,-118.52249,MH,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,,1,,,,,,,1,1,,1,,,1,1,1,,,1,,,,,1,,,,1,1,1,,,1,1,,,1,1,,,1,,1,,,,1,,1,1,,1,1,,,,,,,1,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,1,1,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destinations for Teens,,22029 Cannon Drive,,Topanga,CA,90290,,Los Angeles,877-466-0620,,,,http://www.destinationsforteens.com/,34.12499,-118.6068099,MH,1,,1,,,,,,,1,1,1,1,,,1,,,,,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,1,,,1,1,1,,,1,1,,1,1,,,,1,,,,,,1,,,,,1,1,1,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East San Gabriel Valley ,Mental Health Center FSP,1359 North Grand Avenue,,Covina,CA,91724,,Los Angeles,626-430-2999,,,,http://,34.1041434,-117.8742983,MH,1,,,,,,,1,,1,,1,1,,,1,,1,,1,,,1,,,,1,,,,1,,,1,1,1,1,,,,,,,,1,,,,1,1,,,1,1,1,1,,,,1,,,,,1,,,,,,1,1,1,,,,,,1,1,,,,,,1,1,1,,,,,,,,1,,,,,,,1,,1,,1,1,1,1,,,,,1,1,,,,1,,1,1,,1,1,1,1,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
East San Gabriel Valley,Mental Health Center,1359 North Grand Avenue,,Covina,CA,91724,,Los Angeles,626-430-2900,,,,http://,34.1041723,-117.8742121,MH,1,,,,,,1,,,1,,1,1,,,,1,,,1,,1,,,,,1,,,,1,,,1,1,1,1,,,,1,,,,1,,,,1,,1,1,1,1,1,1,,,,1,1,,1,1,1,,1,,1,,,1,1,,1,,,,1,1,,1,,,,1,1,1,1,,,,,1,1,1,1,,,,,,1,,,,1,1,,,,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,
Hathaway/Sycamores Child/Family Servs,,1411 North Grand Avenue,Suite 100,Covina,CA,91724,,Los Angeles,626-395-7100,Intake,844-222-2377,,http://www.hathaway-sycamores.org,34.105218,-117.874198,MH,1,,,,,,,1,,1,1,,1,,1,,1,,,1,,1,,,,,1,,,,,,,,1,1,1,,,1,1,1,,1,1,,,,,,,,1,1,1,1,,,1,,,1,1,1,1,,1,,1,1,,1,1,,1,1,,,1,,,,,,,1,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Clinics,Family Outreach Program,1126 North Grand Avenue,Suite D,Covina,CA,91724,,Los Angeles,626-967-1667,Intake,877-722-2737,,http://www.pacificclinics.org,34.1000965,-117.872305,MH,1,,,,,,,1,,1,,1,1,,1,,1,,,1,1,,,,,,1,,,,,,,,1,1,1,,,1,1,1,,,1,,1,,,,,,,1,,1,,,,,,,1,1,1,,1,,1,,,,1,,,,,,1,,,,,,,1,,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optimum Performance Institute,,21051 Warner Center Lane,Suite 105,Woodland Hills,CA,91367,,Los Angeles,818-610-3956,,,,http://www.optimumperformanceinstitute.com,34.1750152,-118.5920118,MH,1,,,,,,,,1,1,1,1,1,1,,,1,1,,,,1,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,,1,,,,1,,,,,1,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destinations for Teens,Woodland Hills,21051 Warner Center Lane,Suite 220,Woodland Hills,CA,91367,,Los Angeles,818-737-2221,Intake,929-381-2011,,http://www.destinationsforteens.com,34.1750152,-118.5920118,MH,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,1,1,,,1,1,,1,1,1,,,1,,,,1,,,,1,1,,1,1,,,,,,,,1,1,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guidance Center ,San Pedro,222 West 6th Street,Suite 230,San Pedro,CA,90731,,Los Angeles,310-833-3135,,,,http://www.tgclb.org/,33.7390181,-118.281904,MH,1,,,,,,,1,,1,1,1,1,1,,1,1,,,1,,1,,,,,1,,,,,,,1,,,,,,1,1,,1,,1,,,,,,,,,1,,1,,,,,,,1,1,,,1,,1,,,1,1,1,,1,,,1,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,,1,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora Charter Oak Hospital,,1161 East Covina Boulevard,,Covina,CA,91724,,Los Angeles,626-966-1632,Intake,800-654-2673,,http://www.charteroakhospital.com,34.1003274,-117.8668073,MH,1,1,,,,,,,,1,1,1,1,,1,1,1,1,,,,1,,1,,1,1,,,,,,,1,1,1,,1,1,,,,,,,,,,1,1,,,1,1,1,,,,,,,,1,1,1,,,,,,,,1,,,1,,1,1,,1,,,1,1,,1,1,,,,1,,1,1,1,1,,1,,,,1,,1,,1,1,1,1,,1,1,1,1,1,,,,1,,1,1,1,1,1,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center for Discovery,Rancho Palos Verdes,30175 Avenida Tranquila,,Rancho Palos Verdes,CA,90275,,Los Angeles,866-862-3631,,,,http://centerfordiscovery.com/locations/rancho-palos-verdes/,33.7595204,-118.3992862,MH,1,,,1,,,,,,1,1,1,1,1,,,,,,,,1,,,1,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC Olive View/UCLA Medical Ctr,,14445 Olive View Drive,,Sylmar,CA,91342,,Los Angeles,747-210-3001,Intake,747-210-3010,,http://dhs.lacounty.gov/wps/portal/dhs/oliveview,34.3259095,-118.4459572,MH,1,1,,,,,,,,1,,1,1,,1,1,1,1,,,1,,,1,,,1,,,,1,,,1,1,1,,1,1,1,,,,,1,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,,1,,1,1,1,1,1,,,,1,,1,1,1,1,,,,,,1,,1,,1,1,1,1,,1,,,,1,1,,,1,1,1,1,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,1,1,,,,1,,,,,,
Los Angeles County DMH,Olive View Community MH UCC,14659 Olive Drive,,Sylmar,CA,91342,,Los Angeles,818-485-0888,,,,http://www.dmh.lacounty.gov/,34.3241308,-118.4506607,MH,1,,,,,,1,,,1,1,1,1,,1,1,1,,,1,1,,,,,,1,,,,1,,,1,1,1,1,1,,1,,,,,1,,,,1,1,1,1,1,1,,,,,,,,,,,1,,,,,,,,1,,,,,,1,1,,,,,,1,1,1,,,,,,,1,1,1,,,,,,1,,1,,1,1,,,,,1,,,1,1,1,,1,,1,1,,1,1,1,1,,,,,1,,,,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Center for Discovery,Woodland Hills,21650 Oxnard Street,Suite 2375,Woodland Hills,CA,91367,,Los Angeles,844-546-2614,,,,http://centerfordiscovery.com/locations/woodland-hills/,34.1787318,-118.6010616,MH,1,,,,,1,,,,1,1,1,1,1,1,1,1,1,,,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,1,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glendora Community Hospital,,150 West Route 66,,Glendora,CA,91740,,Los Angeles,626-852-5000,Intakes,626-852-5063,626-255-8154,http://www.primehealthcare.com/,34.1275602,-117.8651171,MH,1,1,,,,,,,,1,,1,1,,1,,,1,,,1,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,1,1,,,1,1,1,,1,1,,1,1,,1,1,,,,1,,,1,1,1,,,1,,,1,,1,,1,1,1,1,,1,,,1,1,1,,,1,,1,1,,1,1,1,1,,,,,1,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Treatment Centers,Woodland Hills,4810 Azucena Road,,Woodland Hills,CA,91364,,Los Angeles,800-859-9052,,,,http://evolvetreatment.com/?utm_source=web&utm_medium=referral&utm_campaign=SAMHSA,34.1551762,-118.613961,MH,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,1,,,1,1,,,,,1,,,1,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warner Park Recovery Center,,5855 Topanga Canyon Boulevard,Suite 150,Woodland Hills,CA,91367,,Los Angeles,818-916-6869,Intake,866-623-6905,,http://www.warnerparkrecovery.com,34.1771165,-118.6056249,MH,1,,,,,1,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,,1,1,1,,1,,,1,1,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
West Valley,Mental Health and Health Center,20151 Nordhoff Street,,Chatsworth,CA,91311,,Los Angeles,818-407-3200,,,,http://dmh.lacounty.gov/,34.2325078,-118.5729073,MH,1,,,,,,1,,,1,1,1,1,1,,1,1,,,1,,,1,,,,1,,,,1,,,1,1,1,,,,,,,,,,,,,1,1,,,1,1,1,,,,,,,,1,,1,,1,,,,,1,1,1,1,,1,,1,1,,,,,1,1,1,1,,,,,1,,1,1,1,,,,,,,,1,,,1,1,1,,1,1,1,1,1,,,,1,1,1,1,,1,1,1,1,,,,,1,,,,1,,,,,,,,,,1,,1,,1,,,,,1,,,,,,1,1,,,,,,
Phillips Graduate Institute,CalFam Counseling,19900 Plummer Street,,Chatsworth,CA,91311,,Los Angeles,818-386-5600,Intake,818-907-9980,,http://,34.2419401,-118.5676698,MH,1,,,,,,1,,,1,1,1,1,,1,1,1,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,,,,,,1,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Destinations For Teens,Hatteras,22842 Hatteras Street,,Woodland Hills,CA,91367,,Los Angeles,818-737-2221,Intake,929-381-2011,,http://www.destinationsforteens.com,34.1754172,-118.6249065,MH,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,1,1,,,1,1,,1,1,1,,,1,,,,1,,,,1,1,,1,1,,,,,,,,1,1,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destinations For Teens,Calenda,5100 Calenda Drive,,Woodland Hills,CA,91367,,Los Angeles,818-737-2221,Intake,929-381-2011,,http://www.destinationsforteens.com,34.1626143,-118.6374863,MH,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,1,1,,,1,1,,1,1,1,,,1,,,,1,,,,1,1,,1,1,,,,,,,,1,1,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McKinley,,762 Cypress Street,,San Dimas,CA,91773,3505,Los Angeles,909-599-1227 x1738,Intake,909-642-6282 x2221,,http://www.mckinleycc.org,34.094827,-117.8219609,MH,1,,1,,,,,,,1,1,1,1,,1,,1,1,,1,1,,,,1,,1,,,,,,,,1,,1,1,,1,1,1,1,1,1,,1,,1,,,,,1,,,,,,,,,1,1,,,1,,,,,1,1,,1,,,,1,,,,,,,1,,,,,1,,,1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Treatment Centers,Calabasas,423 Woodbluff Road,,Calabasas,CA,91302,,Los Angeles,800-859-9052,,,,http://evolvetreatment.com/?utm_source=web&utm_medium=referral&utm_campaign=SAMHSA,34.0779344,-118.6911673,MH,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,1,1,,,,,1,,,1,1,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David and Margaret,Youth and Family Services,1350 3rd Street,,La Verne,CA,91750,,Los Angeles,909-596-5921 x3140,Intakes,909-596-5921 x3155,909-957-1346 x0,http://www.DavidandMargaret.org,34.1024159,-117.7854785,MH,1,,,,,,,,1,1,1,1,1,,1,1,1,1,,1,1,,,,1,,1,,,,,,,1,1,,,,,1,1,,,1,1,,,,1,,1,1,1,1,1,1,,,,,,,1,1,1,,1,,1,,,1,1,,1,1,1,1,1,1,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,,1,,1,,1,,,,,,,1,,,,,,,1,1,,1,1,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haynes Family of Programs,,1025 Sentinel Drive,Suite 200,La Verne,CA,91750,,Los Angeles,909-833-2986,Intake,909-833-2986 x209,,http://,34.1191627,-117.7850247,MH,1,,,,,,,1,,1,1,,1,,1,,1,1,,1,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,1,1,1,,1,,1,,,1,1,,1,1,,1,1,1,,,,,,1,,,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,1,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri City Mental Health Center,,2008 North Garey Avenue,,Pomona,CA,91767,2722,Los Angeles,909-623-6131,Intake,,844-233-6496,http://tricitymhs.org,34.0828993,-117.7525015,MH,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,1,1,,,,,,1,,,,1,,,1,1,1,1,,,1,,,,1,1,,,,1,1,1,1,1,1,1,1,1,,,,1,,1,,1,,1,,1,,,1,1,,1,1,,,1,1,,,,,,1,1,1,,1,,1,,,1,1,1,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,1,1,,,,,
Ettie Lee Youth and Family Services,,160 East Holt Avenue,Suite B,Pomona,CA,91767,,Los Angeles,909-620-2521,,,,http://www.ettielee.org/,34.062378,-117.748816,MH,1,,,,,,,1,,1,1,1,1,1,,,1,,,1,1,,,,,,1,,,,,,,1,1,,,,,,1,,,,1,,,,,,,,,1,1,1,,,,,,,1,1,,,1,,1,,,,1,,,1,,1,1,1,,,,,,1,1,1,,,1,,,1,1,,,,,1,,,1,,,,,1,,,,,,,,1,,,,1,,1,1,1,,1,1,,,,,,,,1,,,,,,,,,,,,1,,1,,,1,,,,1,,,,,,,,,,,,,
Haynes Family of Programs,,233 Baseline Road,Box 400,La Verne,CA,91750,,Los Angeles,909-593-2581,Intakes,909-833-2986,909-593-2581 x241,http://www.leroyhaynes.org,34.1211452,-117.7532116,MH,1,,1,,,,,,,1,1,1,1,,1,1,1,1,,1,1,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,1,1,,,,,1,,,1,1,1,,1,,1,,,1,1,,1,1,,1,1,1,,,,,,1,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,1,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri City Mental Health Center,,1900 Royalty Drive,Suite 180,Pomona,CA,91767,,Los Angeles,909-784-3200,Intake,,909-623-6131,http://tricitymhs.org,34.07716,-117.745971,MH,1,,,,,,,1,,1,1,1,1,,1,1,1,,,1,1,,,,,,1,,,,1,,,1,1,1,1,,,1,,,,1,1,,,,1,1,1,1,1,1,1,1,,,,,,,1,1,,,1,,1,,,1,1,,1,1,,,1,1,1,,,,,1,1,1,,1,,1,,1,1,,,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,
Olive Vista Behavioral Health Center,,2335 South Towne Avenue,,Pomona,CA,91766,,Los Angeles,909-628-6024,Intakes,909-628-6024 x215,909-628-6024 x216,http://,34.02771,-117.740349,MH,1,,,1,,,,,,1,1,1,1,1,1,,,,,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,1,,,,,,,,,1,1,,1,1,1,,1,1,,,,1,1,,,,,1,1,,1,1,1,,1,,,,1,,,,1,1,,,,,,,,1,,,,1,,1,1,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Clinics,Bonita Family Services,790 East Bonita Avenue,,Pomona,CA,91767,1906,Los Angeles,909-625-7207,Intake,877-722-2737,,http://www.pacificclinics.org,34.0954486,-117.7374289,MH,1,,,,,,1,,,1,1,1,1,,1,1,1,,,1,,1,,,,,1,,,,,,,,,,1,,,1,1,1,,,1,,1,,,,,,,1,1,1,,,,,,,1,1,1,,1,,1,1,,,1,,,,,,1,1,,,,,,1,,1,1,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child and Family Center,,21545 Centre Pointe Parkway,,Santa Clarita,CA,91350,,Los Angeles,661-259-9439,,,,http://www.childfamilycenter.org,34.4129967,-118.5137171,MH,1,,,,,,1,,,1,1,1,1,,1,1,1,1,,1,,1,,,,,1,,,,,,,,1,1,,,,1,1,,,1,1,,,,1,1,,,1,1,1,1,,,,,,1,1,1,,,1,,1,,,,1,,,1,,,1,,,,1,,,1,1,1,,,,,,1,1,1,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Treatment Centers,Agoura Hills,6425 Chesebro Road,,Agoura Hills,CA,91301,,Los Angeles,800-859-9052,,,,http://evolvetreatment.com/?utm_source=web&utm_medium=referral&utm_campaign=SAMHSA,34.1637177,-118.7373456,MH,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,1,1,,,,,1,,,1,1,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNI Treatment Centers,,30954 Lobo Canyon Road,,Agoura Hills,CA,91301,,Los Angeles,888-522-1504,,,,http://bnitreatment.com/,34.1221216,-118.7959711,MH,1,,1,,,,,,,1,,1,1,1,1,1,1,1,,1,1,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,1,1,,,,,,,1,,,,1,,,1,,,1,,,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beachside Teen Treatment Center,Bailard House,31275 Bailard Road,,Malibu,CA,90265,,Los Angeles,310-457-2695 x302,Intake,800-234-5599,,http://www.beachsideteen.com,34.0390021,-118.853058,MH,1,,1,,,,,,,,1,1,1,1,1,1,1,1,,,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,,,1,,,,,,,1,1,1,1,,1,,1,,1,,,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon Malibu,,32420 Pacific Coast Highway,,Malibu,CA,90265,,Los Angeles,310-457-9111,Intakes,888-985-7511,310-955-0509,http://www.avalonmalibu.com,34.038968,-118.880796,MH,1,,,1,,,,,,1,1,1,1,1,1,1,1,1,,,,1,,,1,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,1,,1,,1,,1,,1,,,,1,1,,,1,,1,1,1,1,,,,1,,,,,,,1,,1,1,1,,1,,,,1,,1,,1,1,,,,,1,,,1,1,1,1,,,1,1,1,1,1,1,1,,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Optimist Youth Homes and,Fam Services (OYHFS)/Outpatient PD,520 West Palmdale Boulevard,Suite D,Palmdale,CA,93551,,Los Angeles,661-575-8395,,,,http://www.oyhfs.org/index.html,34.5835698,-118.1402918,MH,1,,,,,,,1,,1,1,1,1,,1,,1,,,1,,1,,,,,1,,,,,,,,1,,,,,1,1,,,,,,,,1,,,,1,1,,1,,,,,,,1,1,,,1,,,,,1,1,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
