name1,street1,city,zip,county,phone,intake_prompt,website,latitude,longitude,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,bmt,idd,tt,at,ect,tele,smon,smpd,smop,hi,res,phdt,op,vamc,sma,osg,lmg,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,vo,sumh,ccbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,dv,pefp,hivt,shb,shc,stdt,tbs,aot,ptm,msnh,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40
Guidance Center ,222 West 6th Street,San Pedro,90731,Los Angeles,310-833-3135,,http://www.tgclb.org/,33.7390181,-118.281904,1,,,,,,,1,,1,1,1,1,1,,1,1,,,1,,1,,,,,1,,,,,,,1,,,,,,1,1,,1,,1,,,,,,,,,1,,1,,,,,,,1,1,,,1,,1,,,1,1,1,,1,,,1,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,,1,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora Charter Oak Hospital,1161 East Covina Boulevard,Covina,91724,Los Angeles,626-966-1632,Intake,http://www.charteroakhospital.com,34.1003274,-117.8668073,1,1,,,,,,,,1,1,1,1,,1,1,1,1,,,,1,,1,,1,1,,,,,,,1,1,1,,1,1,,,,,,,,,,1,1,,,1,1,1,,,,,,,,1,1,1,,,,,,,,1,,,1,,1,1,,1,,,1,1,,1,1,,,,1,,1,1,1,1,,1,,,,1,,1,,1,1,1,1,,1,1,1,1,1,,,,1,,1,1,1,1,1,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center for Discovery,30175 Avenida Tranquila,Rancho Palos Verdes,90275,Los Angeles,866-862-3631,,http://centerfordiscovery.com/locations/rancho-palos-verdes/,33.7595204,-118.3992862,1,,,1,,,,,,1,1,1,1,1,,,,,,,,1,,,1,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC Olive View/UCLA Medical Ctr,14445 Olive View Drive,Sylmar,91342,Los Angeles,747-210-3001,Intake,http://dhs.lacounty.gov/wps/portal/dhs/oliveview,34.3259095,-118.4459572,1,1,,,,,,,,1,,1,1,,1,1,1,1,,,1,,,1,,,1,,,,1,,,1,1,1,,1,1,1,,,,,1,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,,1,,1,1,1,1,1,,,,1,,1,1,1,1,,,,,,1,,1,,1,1,1,1,,1,,,,1,1,,,1,1,1,1,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,1,1,,,,1,,,,,,
Los Angeles County DMH,14659 Olive Drive,Sylmar,91342,Los Angeles,818-485-0888,,http://www.dmh.lacounty.gov/,34.3241308,-118.4506607,1,,,,,,1,,,1,1,1,1,,1,1,1,,,1,1,,,,,,1,,,,1,,,1,1,1,1,1,,1,,,,,1,,,,1,1,1,1,1,1,,,,,,,,,,,1,,,,,,,,1,,,,,,1,1,,,,,,1,1,1,,,,,,,1,1,1,,,,,,1,,1,,1,1,,,,,1,,,1,1,1,,1,,1,1,,1,1,1,1,,,,,1,,,,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Center for Discovery,21650 Oxnard Street,Woodland Hills,91367,Los Angeles,844-546-2614,,http://centerfordiscovery.com/locations/woodland-hills/,34.1787318,-118.6010616,1,,,,,1,,,,1,1,1,1,1,1,1,1,1,,,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,1,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glendora Community Hospital,150 West Route 66,Glendora,91740,Los Angeles,626-852-5000,Intakes,http://www.primehealthcare.com/,34.1275602,-117.8651171,1,1,,,,,,,,1,,1,1,,1,,,1,,,1,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,1,1,,,1,1,1,,1,1,,1,1,,1,1,,,,1,,,1,1,1,,,1,,,1,,1,,1,1,1,1,,1,,,1,1,1,,,1,,1,1,,1,1,1,1,,,,,1,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Treatment Centers,4810 Azucena Road,Woodland Hills,91364,Los Angeles,800-859-9052,,http://evolvetreatment.com/?utm_source=web&utm_medium=referral&utm_campaign=SAMHSA,34.1551762,-118.613961,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,1,,,1,1,,,,,1,,,1,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warner Park Recovery Center,5855 Topanga Canyon Boulevard,Woodland Hills,91367,Los Angeles,818-916-6869,Intake,http://www.warnerparkrecovery.com,34.1771165,-118.6056249,1,,,,,1,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,,1,1,1,,1,,,1,1,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
West Valley,20151 Nordhoff Street,Chatsworth,91311,Los Angeles,818-407-3200,,http://dmh.lacounty.gov/,34.2325078,-118.5729073,1,,,,,,1,,,1,1,1,1,1,,1,1,,,1,,,1,,,,1,,,,1,,,1,1,1,,,,,,,,,,,,,1,1,,,1,1,1,,,,,,,,1,,1,,1,,,,,1,1,1,1,,1,,1,1,,,,,1,1,1,1,,,,,1,,1,1,1,,,,,,,,1,,,1,1,1,,1,1,1,1,1,,,,1,1,1,1,,1,1,1,1,,,,,1,,,,1,,,,,,,,,,1,,1,,1,,,,,1,,,,,,1,1,,,,,,
Phillips Graduate Institute,19900 Plummer Street,Chatsworth,91311,Los Angeles,818-386-5600,Intake,http://,34.2419401,-118.5676698,1,,,,,,1,,,1,1,1,1,,1,1,1,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,,,,,,1,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Destinations For Teens,22842 Hatteras Street,Woodland Hills,91367,Los Angeles,818-737-2221,Intake,http://www.destinationsforteens.com,34.1754172,-118.6249065,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,1,1,,,1,1,,1,1,1,,,1,,,,1,,,,1,1,,1,1,,,,,,,,1,1,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destinations For Teens,5100 Calenda Drive,Woodland Hills,91367,Los Angeles,818-737-2221,Intake,http://www.destinationsforteens.com,34.1626143,-118.6374863,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,1,1,,,1,1,,1,1,1,,,1,,,,1,,,,1,1,,1,1,,,,,,,,1,1,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McKinley,762 Cypress Street,San Dimas,91773,Los Angeles,909-599-1227 x1738,Intake,http://www.mckinleycc.org,34.094827,-117.8219609,1,,1,,,,,,,1,1,1,1,,1,,1,1,,1,1,,,,1,,1,,,,,,,,1,,1,1,,1,1,1,1,1,1,,1,,1,,,,,1,,,,,,,,,1,1,,,1,,,,,1,1,,1,,,,1,,,,,,,1,,,,,1,,,1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Treatment Centers,423 Woodbluff Road,Calabasas,91302,Los Angeles,800-859-9052,,http://evolvetreatment.com/?utm_source=web&utm_medium=referral&utm_campaign=SAMHSA,34.0779344,-118.6911673,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,1,1,,,,,1,,,1,1,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David and Margaret,1350 3rd Street,La Verne,91750,Los Angeles,909-596-5921 x3140,Intakes,http://www.DavidandMargaret.org,34.1024159,-117.7854785,1,,,,,,,,1,1,1,1,1,,1,1,1,1,,1,1,,,,1,,1,,,,,,,1,1,,,,,1,1,,,1,1,,,,1,,1,1,1,1,1,1,,,,,,,1,1,1,,1,,1,,,1,1,,1,1,1,1,1,1,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,,1,,1,,1,,,,,,,1,,,,,,,1,1,,1,1,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haynes Family of Programs,1025 Sentinel Drive,La Verne,91750,Los Angeles,909-833-2986,Intake,http://,34.1191627,-117.7850247,1,,,,,,,1,,1,1,,1,,1,,1,1,,1,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,1,1,1,,1,,1,,,1,1,,1,1,,1,1,1,,,,,,1,,,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,1,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri City Mental Health Center,2008 North Garey Avenue,Pomona,91767,Los Angeles,909-623-6131,Intake,http://tricitymhs.org,34.0828993,-117.7525015,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,1,1,,,,,,1,,,,1,,,1,1,1,1,,,1,,,,1,1,,,,1,1,1,1,1,1,1,1,1,,,,1,,1,,1,,1,,1,,,1,1,,1,1,,,1,1,,,,,,1,1,1,,1,,1,,,1,1,1,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,1,1,,,,,
Ettie Lee Youth and Family Services,160 East Holt Avenue,Pomona,91767,Los Angeles,909-620-2521,,http://www.ettielee.org/,34.062378,-117.748816,1,,,,,,,1,,1,1,1,1,1,,,1,,,1,1,,,,,,1,,,,,,,1,1,,,,,,1,,,,1,,,,,,,,,1,1,1,,,,,,,1,1,,,1,,1,,,,1,,,1,,1,1,1,,,,,,1,1,1,,,1,,,1,1,,,,,1,,,1,,,,,1,,,,,,,,1,,,,1,,1,1,1,,1,1,,,,,,,,1,,,,,,,,,,,,1,,1,,,1,,,,1,,,,,,,,,,,,,
Haynes Family of Programs,233 Baseline Road,La Verne,91750,Los Angeles,909-593-2581,Intakes,http://www.leroyhaynes.org,34.1211452,-117.7532116,1,,1,,,,,,,1,1,1,1,,1,1,1,1,,1,1,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,1,1,,,,,1,,,1,1,1,,1,,1,,,1,1,,1,1,,1,1,1,,,,,,1,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,1,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri City Mental Health Center,1900 Royalty Drive,Pomona,91767,Los Angeles,909-784-3200,Intake,http://tricitymhs.org,34.07716,-117.745971,1,,,,,,,1,,1,1,1,1,,1,1,1,,,1,1,,,,,,1,,,,1,,,1,1,1,1,,,1,,,,1,1,,,,1,1,1,1,1,1,1,1,,,,,,,1,1,,,1,,1,,,1,1,,1,1,,,1,1,1,,,,,1,1,1,,1,,1,,1,1,,,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,
Olive Vista Behavioral Health Center,2335 South Towne Avenue,Pomona,91766,Los Angeles,909-628-6024,Intakes,http://,34.02771,-117.740349,1,,,1,,,,,,1,1,1,1,1,1,,,,,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,1,,,,,,,,,1,1,,1,1,1,,1,1,,,,1,1,,,,,1,1,,1,1,1,,1,,,,1,,,,1,1,,,,,,,,1,,,,1,,1,1,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Clinics,790 East Bonita Avenue,Pomona,91767,Los Angeles,909-625-7207,Intake,http://www.pacificclinics.org,34.0954486,-117.7374289,1,,,,,,1,,,1,1,1,1,,1,1,1,,,1,,1,,,,,1,,,,,,,,,,1,,,1,1,1,,,1,,1,,,,,,,1,1,1,,,,,,,1,1,1,,1,,1,1,,,1,,,,,,1,1,,,,,,1,,1,1,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child and Family Center,21545 Centre Pointe Parkway,Santa Clarita,91350,Los Angeles,661-259-9439,,http://www.childfamilycenter.org,34.4129967,-118.5137171,1,,,,,,1,,,1,1,1,1,,1,1,1,1,,1,,1,,,,,1,,,,,,,,1,1,,,,1,1,,,1,1,,,,1,1,,,1,1,1,1,,,,,,1,1,1,,,1,,1,,,,1,,,1,,,1,,,,1,,,1,1,1,,,,,,1,1,1,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Treatment Centers,6425 Chesebro Road,Agoura Hills,91301,Los Angeles,800-859-9052,,http://evolvetreatment.com/?utm_source=web&utm_medium=referral&utm_campaign=SAMHSA,34.1637177,-118.7373456,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,1,1,,,,,1,,,1,1,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNI Treatment Centers,30954 Lobo Canyon Road,Agoura Hills,91301,Los Angeles,888-522-1504,,http://bnitreatment.com/,34.1221216,-118.7959711,1,,1,,,,,,,1,,1,1,1,1,1,1,1,,1,1,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,1,1,,,,,,,1,,,,1,,,1,,,1,,,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beachside Teen Treatment Center,31275 Bailard Road,Malibu,90265,Los Angeles,310-457-2695 x302,Intake,http://www.beachsideteen.com,34.0390021,-118.853058,1,,1,,,,,,,,1,1,1,1,1,1,1,1,,,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,,,1,,,,,,,1,1,1,1,,1,,1,,1,,,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon Malibu,32420 Pacific Coast Highway,Malibu,90265,Los Angeles,310-457-9111,Intakes,http://www.avalonmalibu.com,34.038968,-118.880796,1,,,1,,,,,,1,1,1,1,1,1,1,1,1,,,,1,,,1,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,1,,1,,1,,1,,1,,,,1,1,,,1,,1,1,1,1,,,,1,,,,,,,1,,1,1,1,,1,,,,1,,1,,1,1,,,,,1,,,1,1,1,1,,,1,1,1,1,1,1,1,,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Optimist Youth Homes and,520 West Palmdale Boulevard,Palmdale,93551,Los Angeles,661-575-8395,,http://www.oyhfs.org/index.html,34.5835698,-118.1402918,1,,,,,,,1,,1,1,1,1,,1,,1,,,1,,1,,,,,1,,,,,,,,1,,,,,1,1,,,,,,,,1,,,,1,1,,1,,,,,,,1,1,,,1,,,,,1,1,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Childrens Bureau,1529 East Palmdale Boulevard,Palmdale,93550,Los Angeles,661-272-9996,,http://www.all4kids.org,34.580392,-118.1019806,1,,,,,,1,,,1,1,1,1,,1,,1,,,1,1,,,,,,1,,,,,,,,1,,1,,,1,,,,,1,,,,,,,,,1,,1,,,,,,,1,1,,,1,,1,,,,1,,,1,,,1,,,,,,,1,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
McKinley,2231 East Palmdale Boulevard,Palmdale,93550,Los Angeles,909-599-1227,,http://,34.580769,-118.088607,1,,,,,,1,,,1,1,1,1,,1,,1,,,1,1,,,,,,1,,,,,,,,1,,1,,,1,1,1,1,1,1,,1,,1,,,,,1,,,,,,,,,1,,1,,1,,,,,1,1,,1,,,,1,,,,,,,1,,,,,1,,,,1,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child and Family Center,38345 30th Street East,Palmdale,93550,Los Angeles,661-259-9439,,http://www.childfamilycenter.org/,34.5790964,-118.0764204,1,,,,,,1,,,1,1,1,1,,,,,,,1,,1,,,,,1,,,,,,,,1,1,,,,1,1,,,1,1,,,,,,,,1,1,1,,,,,,,,1,,,,,,1,,,,1,,,,,,1,,,,1,,,1,,1,,,,,,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child and Family Guidance Center,40005 10th Street West,Palmdale,93551,Los Angeles,661-265-8627,Intakes,http://www.childguidance.org,34.609816,-118.148428,1,,,,,,1,,,1,1,1,1,,1,1,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,1,1,,,,1,,1,,,,1,,,1,1,,,1,,1,,,,1,,1,,,,1,,,,,,,,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,,
Penny Lane Centers,43520 Division Street,Lancaster,93535,Los Angeles,661-266-4783,Intakes,http://www.pennylane.org,34.6732831,-118.1295034,1,,,,,,1,,,1,1,1,1,,,1,1,,,,1,,,,,,1,,,,,,,,,1,1,,,1,1,1,,,1,,,,,,,,,1,1,,,,,,,,,1,,,1,,,,,,1,,,1,,,,1,,,,,,1,,,1,1,1,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage Clinic,43807 10th Street West,Lancaster,93534,Los Angeles,661-575-9365,Intake,http://heritageclinic.org,34.6788454,-118.1486113,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,1,,,,,1,,,,,,,1,1,1,,1,,,,,,,1,,,,,,,,,1,,,,,,1,1,,,,1,1,,,,,,1,1,,,1,,,1,1,,,,,,1,,1,,1,,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Childrens Bureau,921 West Avenue J,Lancaster,93534,Los Angeles,661-949-0131 x2109,Intake,http://www.all4kids.org,34.6894369,-118.1465409,1,,,,,,,1,,1,1,1,1,1,1,,1,1,,1,,,1,,,1,1,,,,,,,,1,,1,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,1,1,,,1,,1,,,1,1,,,1,,,1,,,,,,,1,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,44443 10th Street West,Lancaster,93534,Los Angeles,818-996-1051,,http://www.tarzanatc.org,34.690227,-118.148048,1,,,,,,,,1,1,1,1,,,,1,,1,,,,1,,,,1,1,,,,,,,1,1,1,1,1,,,1,1,1,,1,1,1,,,,1,1,1,1,1,1,,,,1,,1,,,,,1,,,,,1,,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,44447 North 10th Street West,Lancaster,93534,Los Angeles,661-726-2630,Intake,http://www.tarzanatc.org,34.6908921,-118.1487942,1,,1,,,,,,,,1,1,1,,,,,1,,,,1,,,1,,,,,,,,,1,1,1,,1,,,,,,,1,,,,,,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,44447 10th Street West,Lancaster,93534,Los Angeles,661-726-2630,Intake,http://www.tarzanatc.org,34.6908921,-118.1487942,1,,,1,,,,,,,1,1,1,,,1,,1,,1,,1,,,1,,,,,,,,,1,1,1,1,1,,1,1,1,,1,1,1,1,,,,1,,1,1,1,1,,,,1,,1,,,,,1,,,,1,,1,,,,,,1,,1,,,,,,,1,,1,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hathaway/Sycamores Child/Family Servs,44738 Sierra Highway,Lancaster,93534,Los Angeles,661-942-5749,Intakes,http://www.hathaway-sycamores.org,34.6952099,-118.1359948,1,,,,,,,1,,1,1,,1,,1,1,1,,,1,,1,,,,,1,,,,,,,,1,1,,,,1,1,1,1,1,1,1,1,,1,,,,1,1,1,,,,,1,,,1,1,,,1,,,,,1,1,,1,1,,,1,,,,,,,,1,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,907 West Lancaster Boulevard,Lancaster,93534,Los Angeles,800-996-1051,Intake,http://www.tarzanatc.org,34.697464,-118.147244,1,,,,,,,,1,,1,1,1,,,,,1,,,,1,,,,,1,,,,,,,1,1,1,,1,,1,,1,,,1,1,1,,,,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
